action,priority,surface,in_use,issue,key,file,current_en,suggested_en,new_en,current_fr,new_fr,current_de,new_de,current_es,new_es,current_ja,new_ja,current_zh-TW,new_zh-TW,current_zh-CN,new_zh-CN,current_pt,new_pt,current_nl,new_nl,current_sv,new_sv,current_it,new_it,current_uk,new_uk,current_ru,new_ru,current_ko,new_ko,current_tr,new_tr,notes
review,P1,other,yes,style-review,Rounding,public/locales/{code}/translation.json,Rounding,,,Arrondi,,Rundung,,Redondeo,,丸め,,四捨五入,,四舍五入,,Arredondamento,,Afronding,,Avrundning,,Arrotondamento,,Округлення,,Округление,,반올림,,Yuvarlama,,
review,P1,other,yes,style-review,Save,public/locales/{code}/translation.json,Save,,,Enregistrer,,Speichern,,Guardar,,保存,,節省,,保存,,Salvar,,Opslaan,,Spara,,Salva,,Зберегти,,Сохранить,,구하다,,Kaydet,,
review,P1,other,yes,style-review,Save 20%,public/locales/{code}/translation.json,Save 20%,,,Économisez 20 %,,20% sparen,,Ahorre un 20 %,,20% 割引,,節省 20%,,年度折扣 20%,,Poupe 20%,,Bespaar 20%,,Spara 20 %,,Risparmia il 20%,,Знижка 20%,,Скидка 20%,,20% 절약,,%20 tasarruf edin,,
review,P1,other,yes,style-review,Search currencies...,public/locales/{code}/translation.json,Search currencies...,,,Rechercher des devises...,,Währungen suchen...,,Buscar monedas...,,通貨を検索...,,搜尋貨幣...,,搜索货币...,,Pesquisar moedas...,,Valuta zoeken...,,Sök valutor...,,Cerca valute...,,Пошук валют...,,Поиск валют...,,통화 검색...,,Para birimlerinde ara...,,
review,P1,other,yes,style-review,Search languages...,public/locales/{code}/translation.json,Search languages...,,,Rechercher des langues...,,Sprachen suchen...,,Buscar idiomas...,,言語を検索...,,搜尋語言...,,搜索语言...,,Pesquisar idiomas...,,Talen zoeken...,,Sök språk...,,Cerca lingue...,,Пошук мов...,,Поиск языка,,언어 검색...,,Dillerde ara...,,
review,P1,other,yes,style-review,Search...,public/locales/{code}/translation.json,Search...,,,Rechercher...,,Suchen...,,Buscar...,,検索...,,搜尋...,,搜索...,,Pesquisar...,,Zoeken...,,Sök...,,Cerca...,,Пошук...,,Поиск...,,찾다...,,Ara...,,
review,P1,other,yes,style-review,Selected,public/locales/{code}/translation.json,Selected,,,Sélectionné,,Ausgewählt,,Seleccionado,,選択済み,,選定,,已选中,,Selecionado,,Geselecteerd,,Vald,,Selezionato,,Вибрано,,Выделено,,선택된,,Seçildi,,
review,P1,other,yes,style-review,Selector position data:,public/locales/{code}/translation.json, Position Offset:,,, Décalage de position :,, Positions-Offset:,, Desplazamiento de posición:,, 位置オフセット：,,位置偏移：,,选择器位置数据：,, Deslocamento da posição:,, Positie-offset:,, Positionsförskjutning:,, Offset posizione:,, Зміщення позиції:,,Позиция смещения,,위치 오프셋:,, Konum ofseti:,,
review,P1,other,yes,style-review,Selector position:,public/locales/{code}/translation.json, Switcher Position:,,, Position du sélecteur :,, Umschalter-Position:,, Posición del selector:,, スイッチャー位置：,,切換器位置：,,选择器位置：,, Posição do seletor:,, Positie wisselaar:,, Växlarposition:,, Posizione del selettore:,, Позиція перемикача:,,Положение переключателя:,,스위처 위치:,, Değiştirici konumu:,,
review,P1,other,yes,style-review,Settings,public/locales/{code}/translation.json,Settings,,,Paramètres,,Einstellungen,,Configuración,,設定,,設定,,设置,,Configurações,,Instellingen,,Inställningar,,Impostazioni,,Налаштування,,Настройки,,설정,,Ayarlar,,
review,P1,other,yes,style-review,Shipping,public/locales/{code}/translation.json,Shipping,,,Expédition,,Versand,,Envío,,配送,,船運,,运输,,Envio,,Verzending,,Frakt,,Spedizione,,Відправка,,Shipping (Отгрузка),,해운,,Kargo,,
review,P1,other,yes,style-review,Shop,public/locales/{code}/translation.json,Shop,,,Shop,,Shop,,Shop,,Shop,,店鋪,,商店,,Shop,,Shop,,Shop,,Shop,,Магазин,,Магазин,,가게,,Mağaza,,
review,P1,other,yes,style-review,Show current market flag,public/locales/{code}/translation.json,Show current market flag,,,Afficher le drapeau du marché actuel,,Aktuelle Marktflagge anzeigen,,Mostrar la bandera del mercado actual,,現在のマーケットの国旗を表示,,顯示目前市場旗幟,,显示当前市场旗帜,,Mostrar a bandeira do mercado atual,,Vlag van huidige markt tonen,,Visa aktuell marknadsflagga,,Mostra la bandiera del mercato attuale,,Показувати прапор поточного ринку,,Показывать флаг текущего рынка,,현재 마켓 국기 표시,,Geçerli pazar bayrağını göster,,
review,P1,other,yes,style-review,Single field translation,public/locales/{code}/translation.json,Single field translation,,,Traduction d'un champ,,Übersetzung einzelner Felder,,Traducción de un solo campo,,単一フィールドの翻訳,,單一欄位翻譯,,单字段翻译,,Tradução de campo único,,Vertaling van één veld,,Enskild fältöversättning,,Traduzione di un singolo campo,,Переклад окремого поля,,Перевод одного поля,,단일 필드 번역,,Tek alan çevirisi,,
review,P1,other,yes,style-review,Source changed,public/locales/{code}/translation.json,Source changed,,,Source modifiée,,Quelle geändert,,Fuente modificada,,原文が変更されました,,來源已變更,,原文已变更,,Origem alterada,,Bron gewijzigd,,Källan har ändrats,,Fonte modificata,,Джерело змінено,,Исходник изменён,,원본 변경됨,,Kaynak değişti,,
review,P1,other,yes,style-review,Source Language,public/locales/{code}/translation.json,source Language,,,langue source,,Quellsprache,,idioma de origen,,ソース言語,,原始語言,,源语言,,idioma de origem,,brontaal,,källspråk,,lingua di origine,,Мова оригіналу,,Исходный язык,,소스 언어,,kaynak Dil,,
review,P1,other,yes,style-review,Status,public/locales/{code}/translation.json,Status,,,Statut,,Status,,Estado,,ステータス,,地位,,状态,,Status,,Status,,Status,,Stato,,Статус,,Статус,,상태,,Durum,,
review,P1,other,yes,style-review,Stay on Page,public/locales/{code}/translation.json,Stay on Page,,,Rester sur la page,,Auf Seite bleiben,,Permanecer en la página,,ページに留まる,,留在頁面上,,留在页面上,,Permanecer na página,,Op pagina blijven,,Stanna på sidan,,Resta sulla pagina,,Залишитися на сторінці,,Остаться на странице,,페이지에 머물러라,,Sayfada kal,,
review,P1,other,yes,style-review,Summary,public/locales/{code}/translation.json,Summary,,,Résumé,,Zusammenfassung,,Resumen,,概要,,概括,,摘要,,Resumo,,Samenvatting,,Sammanfattning,,Riassunto,,Підсумок,,Резюме,,요약,,Özet,,
review,P1,other,yes,style-review,support,public/locales/{code}/translation.json,support,,,Support,,Support,,Soporte,,サポート,,支援,,支持,,Suporte,,Ondersteuning,,stöd,,Supporto,,підтримка,,поддерживать,,지원하다,,Destek,,
review,P1,other,yes,style-review,Switch by browser language,public/locales/{code}/translation.json,Switch by browser language,,,Basculer selon la langue du navigateur,,Nach Browsersprache wechseln,,Cambiar según el idioma del navegador,,ブラウザの言語で切り替え,,依瀏覽器語言切換,,根据浏览器语言切换,,Alternar pelo idioma do navegador,,Wisselen op basis van browsertaal,,Växla efter webbläsarspråk,,Cambia in base alla lingua del browser,,Перемикати за мовою браузера,,Переключать по языку браузера,,브라우저 언어로 전환,,Tarayıcı diline göre değiştir,,
review,P1,other,yes,style-review,Switch to free plan,public/locales/{code}/translation.json,Switch to free plan,,,Passer au plan gratuit,,Zum kostenlosen Plan wechseln,,Cambiar al plan gratuito,,無料プランに切り替え,,切換到免費計劃,,切换到免费计划,,Mudar para plano gratuito,,Overschakelen naar gratis plan,,Byt till gratisplan,,Passa al piano gratuito,,Перейти на безкоштовний план,,Перейти на бесплатный план,,무료 플랜으로 전환,,Ücretsiz plana geç,,
review,P1,other,yes,style-review,Syncing,public/locales/{code}/translation.json,Syncing,,,Synchronisation,,Synchronisieren,,Sincronizando,,同期中,,同步,,同步中,,A sincronizar,,Synchroniseren,,Synkroniserar,,Sincronizzazione,,Синхронізація,,Синхронизация,,동기화 중,,Senkronize ediliyor,,
review,P1,other,yes,style-review,Target Language,public/locales/{code}/translation.json,target Language,,,langue cible,,Zielsprache,,lengua de llegada,,対象言語,,目標語言,,目标语言,,idioma de destino,,doeltaal,,målspråk,,lingua di destinazione,,цільова мова,,целевой язык,,대상 언어,,hedef dil,,
review,P1,other,yes,style-review,Targets,public/locales/{code}/translation.json,Targets,,,Cibles,,Ziele,,Objetivos,,対象,,目標,,目标语言,,Destinos,,Doeltalen,,Mål,,Destinazioni,,Цілі,,Цели,,대상,,Hedefler,,
review,P1,other,yes,style-review,Text,public/locales/{code}/translation.json,Text,,,Texte,,Text,,Texto,,テキスト,,文字,,文本,,Text,,Text,,Text,,Testo,,Текст,,Текст,,텍스트,,Metin,,
review,P1,other,yes,style-review,The 20 language limit has been reached,public/locales/{code}/translation.json,Language limit reached,,,Limite de langues atteinte,,Sprachlimit erreicht,,Se alcanzó el límite de idiomas,,言語数の上限に達しました,,達到語言限制,,20语言限制已达到,,Limite de idiomas atingido,,Taallimiet bereikt,,Språkgränsen har nåtts,,Limite lingue raggiunto,,Досягнуто ліміт у 20 мов,,Достигнут языковой лимит,,언어 제한에 도달했습니다,,Dil sınırına ulaşıldı,,
review,P1,other,yes,style-review,The current language does not support image translation,public/locales/{code}/translation.json,The current language does not support image translation,,,La langue actuelle ne prend pas en charge la traduction d'images,,Die aktuelle Sprache unterstützt keine Bildübersetzung,,El idioma actual no admite la traducción de imágenes.,,現在の言語は画像翻訳をサポートしていません,,當前語言不支援圖片翻譯,,当前语言不支持图片翻译,,O idioma atual não suporta tradução de imagens,,De huidige taal ondersteunt geen beeldvertaling,,Det aktuella språket stöder inte bildöversättning,,La lingua corrente non supporta la traduzione delle immagini,,Поточна мова не підтримує переклад зображень,,Текущий язык не поддерживает перевод изображений.,,현재 언어는 이미지 번역을 지원하지 않습니다.,,Mevcut dil resim çevirisini desteklemiyor,,
review,P1,other,yes,style-review,The quota has been used up,public/locales/{code}/translation.json,You’re out of translation credits,,,Vous n'avez plus de crédits de traduction,,Sie haben keine Übersetzungs-Credits mehr,,Se han agotado sus créditos de traducción,,翻訳クレジットを使い切りました,,您的翻譯積分已用完,,额度已用完,,Esgotou os créditos de tradução,,U heeft geen vertaaltegoeden meer,,Du har slut på översättningskrediter,,Hai esaurito i crediti di traduzione,,Квота вичерпана,,У вас закончились переводческие кредиты,,번역 크레딧이 없습니다.,,Çeviri kredileriniz bitti,,
review,P1,other,yes,style-review,The source text is empty and cannot be translated,public/locales/{code}/translation.json,The source text is empty and cannot be translated,,,Le texte source est vide et ne peut pas être traduit,,Der Quelltext ist leer und kann nicht übersetzt werden,,El texto de origen está vacío y no se puede traducir,,ソーステキストが空で翻訳できません,,源文字為空，無法翻譯,,源文本为空，无法翻译,,O texto de origem está vazio e não pode ser traduzido,,De brontekst is leeg en kan niet worden vertaald,,Källtexten är tom och kan inte översättas,,Il testo di origine è vuoto e non può essere tradotto,,Вихідний текст порожній і не може бути перекладений,,Исходный текст пуст и не может быть переведен,,소스 텍스트가 비어 있어 번역할 수 없습니다,,Kaynak metin boş ve çevrilemiyor,,
review,P1,other,yes,style-review,The specified fields were not found in the store.,public/locales/{code}/translation.json,Specified fields not found in the store,,,Les champs spécifiés sont introuvables dans la boutique,,Angegebene Felder im Shop nicht gefunden,,No se encontraron los campos especificados en la tienda,,ストアに指定されたフィールドが見つかりません,,商店中未找到指定字段,,指定的字段未在商店中找到。,,Campos especificados não encontrados na loja,,Gespecificeerde velden niet gevonden in de winkel,,Angivna fält hittades inte i butiken,,Campi specificati non trovati nel negozio,,Вказані поля не знайдено в магазині,,Указанные поля не найдены в магазине,,매장에서 지정된 필드를 찾을 수 없습니다.,,Belirtilen alanlar mağazada bulunamadı,,
review,P1,other,yes,style-review,Theme,public/locales/{code}/translation.json,Theme,,,Thème,,Design,,Tema,,テーマ,,主題,,主题,,Tema,,Thema,,Tema,,Tema,,Тема,,Тема,,주제,,Tema,,
review,P1,other,yes,style-review,Third-party app translation,public/locales/{code}/translation.json,Third-party app translation,,,Traduction d'applications tierces,,Drittanbieter-App-Übersetzung,,Traducción de aplicaciones de terceros,,サードパーティアプリ翻訳,,第三方應用翻譯,,第三方应用翻译,,Tradução de aplicações de terceiros,,Vertaling van apps van derden,,Översättning av tredjepartsappar,,Traduzione app di terze parti,,Переклад сторонніх додатків,,Перевод стороннего приложения,,타사 앱 번역,,Üçüncü taraf uygulama çevirisi,,
review,P1,other,yes,style-review,This feature is available only with the paid plan.,public/locales/{code}/translation.json,This feature is available only with the paid plan.,,,Cette fonctionnalité est disponible uniquement avec le plan payant.,,Diese Funktion ist nur im kostenpflichtigen Plan verfügbar.,,Esta función solo está disponible con el plan de pago.,,この機能は有料プランでのみ利用可能です。,,此功能僅適用於付費方案。,,此功能仅在付费计划中可用。,,Esta funcionalidade está disponível apenas no plano pago.,,Deze functie is alleen beschikbaar met het betaalde abonnement.,,Denna funktion är endast tillgänglig med den betalda planen.,,Cette fonctionnalité est disponible uniquement avec le plan payant.,,Ця функція доступна лише у платному плані.,,Эта функция доступна только в платном тарифе.,,이 기능은 유료 플랜에서만 이용 가능합니다.,,Bu özellik yalnızca ücretli planda mevcuttur.,,
review,P1,other,yes,style-review,Title,public/locales/{code}/translation.json,Title,,,Titre,,Titel,,Título,,タイトル,,標題,,标题,,Título,,Titel,,Titel,,Titolo,,Заголовок,,Наименование,,제목,,Başlık,,
review,P1,other,yes,style-review,to,public/locales/{code}/translation.json,to,,,vers,,zu,,a,,へ,,到,,到,,para,,naar,,till,,a,,на,,кому,,에게,,ile,,
review,P1,other,yes,style-review,to view the prices in different currencies.,public/locales/{code}/translation.json,to view the prices in different currencies.,,,afficher les prix dans différentes devises.,,um die Preise in verschiedenen Währungen anzuzeigen.,,ver los precios en diferentes monedas.,,で異なる通貨の価格を確認できます。,,查看不同貨幣的價格。,,查看不同货币的价格。,,ver os preços em diferentes moedas.,,prijzen in verschillende valuta bekijken.,,visa priser i olika valutor.,,per visualizzare i prezzi in diverse valute.,,переглядати ціни в різних валютах.,,для просмотра цен в разных валютах.,,다양한 통화로 가격을 확인하세요.,,farklı para birimlerindeki fiyatları görüntüleyebilirsiniz.,,
review,P1,other,yes,style-review,Total pay,public/locales/{code}/translation.json,Total pay,,,Paiement total,,Gesamtzahlung,,Pago total,,合計支払額,,總薪酬,,总付款,,Total a pagar,,Totaal te betalen,,Totalt att betala,,Totale da pagare,,Загальна оплата,,Общий платеж,,총 급여,,Toplam ödeme,,
review,P1,other,yes,style-review,Total Payment:,public/locales/{code}/translation.json,Total Payment:,,,Paiement total :,,Gesamtzahlung:,,Pago total:,,合計支払額：,,總付款：,,总付款：,,Pagamento total:,,Totaal te betalen:,,Total betalning:,,Pagamento totale:,,Загальна оплата:,,Совокупный платеж:,,총 지불 금액:,,Toplam ödeme:,,
review,P1,other,yes,style-review,Translate,public/locales/{code}/translation.json,Translate,,,Traduire,,Übersetzen,,Traducir,,翻訳,,翻譯,,翻译,,Traduzir,,Vertalen,,Översätt,,Traduci,,Перекласти,,Перевести,,번역하다,,Çevir,,
review,P1,other,yes,style-review,Translated,public/locales/{code}/translation.json,Translated,,,Traduit,,Übersetzt,,Traducido,,翻訳済み,,已翻譯,,已翻译,,Traduzido,,Vertaald,,Översatt,,Tradotto,,Перекладено,,Переведено,,번역됨,,Çevrildi,,
review,P1,other,yes,style-review,Translated image,public/locales/{code}/translation.json,Translated image,,,Image traduite,,Übersetztes Bild,,Imagen traducida,,翻訳済み画像,,翻譯後的圖像,,翻译图片,,Imagem traduzida,,Vertaalde afbeelding,,Översatt bild,,Immagine tradotta,,Перекладене зображення,,Переведенное изображение,,번역된 이미지,,Çevrilmiş görsel,,
review,P1,other,yes,style-review,Translated successfully,public/locales/{code}/translation.json,Translated successfully,,,Traduction réussie,,Erfolgreich übersetzt,,Traducido correctamente,,翻訳に成功しました,,翻譯成功,,翻译成功,,Traduzido com sucesso,,Succesvol vertaald,,Översättning lyckades,,Traduzione riuscita,,Успішно перекладено,,Переведено,,성공적으로 번역되었습니다,,Başarıyla çevrildi,,
review,P1,other,yes,style-review,Translating,public/locales/{code}/translation.json,Translating,,,En cours de traduction,,Übersetzen,,Traduciendo,,翻訳中,,翻譯,,翻译中,,A traduzir,,Bezig met vertalen,,Översätter,,In traduzione,,Перекладається,,Заказ услуги перевода,,번역 중,,Çevriliyor,,
review,P1,other,yes,style-review,Translation statistics refreshed,public/locales/{code}/translation.json,Translation statistics refreshed,,,Statistiques de traduction actualisées,,Übersetzungsstatistiken aktualisiert,,Estadísticas de traducción actualizadas,,翻訳統計を更新しました,,翻譯統計資料已重新整理,,翻译统计已刷新,,Estatísticas de tradução atualizadas,,Vertaalstatistieken vernieuwd,,Översättningsstatistik uppdaterad,,Statistiche di traduzione aggiornate,,Статистику перекладу оновлено,,Статистика перевода обновлена,,번역 통계를 새로고침했습니다,,Çeviri istatistikleri yenilendi,,
review,P1,other,yes,style-review,Translation text,public/locales/{code}/translation.json,Translation text,,,Texte de traduction,,Übersetzungstext,,Texto de traducción,,翻訳テキスト,,翻譯文字,,翻译文本,,Texto traduzido,,Vertaaltekst,,Översättningstext,,Testo tradotto,,Текст перекладу,,Текст перевода...,,번역 텍스트,,Çeviri metni,,
review,P1,other,yes,style-review,Unsaved changes,public/locales/{code}/translation.json,Unsaved changes,,,Modifications non enregistrées,,Nicht gespeicherte Änderungen,,Cambios sin guardar,,未保存の変更,,未儲存的更改,,未保存的更改,,Alterações não guardadas,,Niet-opgeslagen wijzigingen,,Osparade ändringar,,Modifiche non salvate,,Незбережені зміни,,Несохраненные изменения,,저장되지 않은 변경 사항,,Kaydedilmemiş değişiklikler,,
review,P1,other,yes,style-review,Untranslated,public/locales/{code}/translation.json,Untranslated,,,Non traduit,,Nicht übersetzt,,Sin traducir,,未翻訳,,未翻譯,,未翻译,,Não traduzido,,Niet vertaald,,Ej översatt,,Non tradotto,,Не перекладено,,Не переведено,,번역되지 않음,,Çevrilmedi,,
review,P1,other,yes,style-review,Update,public/locales/{code}/translation.json,Update,,,Mettre à jour,,Aktualisieren,,Actualizar,,更新,,更新,,更新,,Atualizar,,Bijwerken,,Uppdatering,,Aggiornamento,,Оновити,,Обновление,,업데이트,,Güncelleme,,
review,P1,other,yes,style-review,Update translation,public/locales/{code}/translation.json,Update translation,,,Mettre à jour la traduction,,Übersetzung aktualisieren,,Actualizar traducción,,翻訳を更新,,更新翻譯,,更新翻译,,Atualizar tradução,,Vertaling bijwerken,,Uppdatera översättning,,Aggiorna traduzione,,Оновити переклад,,Обновить перевод,,번역 업데이트,,Çeviriyi güncelle,,
review,P1,other,yes,style-review,Upgrade,public/locales/{code}/translation.json,Upgrade,,,Mettre à niveau,,Upgraden,,Actualizar,,アップグレード,,升級,,升级,,Atualizar,,Upgraden,,Uppgradera,,Aggiornamento,,Оновити,,Обновлять,,치받이,,Yükselt,,
review,P1,other,yes,style-review,Upgrade to a paid plan to unlock this feature,public/locales/{code}/translation.json,Upgrade to a paid plan to unlock this feature,,,Passez à un plan payant pour débloquer cette fonctionnalité,,"Upgraden Sie auf einen bezahlten Plan, um diese Funktion freizuschalten",,Actualice a un plan de pago para desbloquear esta función,,この機能を解放するには有料プランにアップグレードしてください,,升級到付費方案即可解鎖此功能,,升级到付费计划以解锁此功能,,Atualize para um plano pago para desbloquear esta funcionalidade,,Upgrade naar een betaald plan om deze functie te ontgrendelen,,Uppgradera till en betald plan för att låsa upp denna funktion,,Passa a un piano a pagamento per sbloccare questa funzionalità,,"Перейдіть на платний план, щоб розблокувати цю функцію",,"Перейдите на платный тарифный план, чтобы разблокировать эту функцию",,이 기능을 잠금 해제하려면 유료 플랜으로 업그레이드하세요.,,Bu özelliğin kilidini açmak için ücretli bir plana yükseltin,,
review,P1,other,yes,style-review,URL handle,public/locales/{code}/translation.json,URL handle,,,Identifiant d'URL,,URL-Handle,,Identificador de URL,,URL ハンドル,,URL 句柄,,URL 处理程序,,Handle do URL,,URL-handle,,URL-handle,,Handle URL,,URL дескриптор,,Дескриптор URL-ад,,URL 핸들,,URL tanıtıcısı,,
review,P1,other,yes,style-review,value,public/locales/{code}/translation.json,Value,,,Valeur,,Wert,,Valor,,値,,價值,,值,,Valor,,Waarde,,Värde,,Valore,,Значення,,Значение,,값,,Değer,,
review,P1,other,yes,style-review,"We calculate usage at 1 credit per word. However, if AI model is used, the consumption of prompt tokens also needs to be included—each request requires approximately an additional 80 credits. If you would like to know the estimated cost of a translation task, please feel free to contact customer support.",public/locales/{code}/translation.json,"We calculate usage at 1 credit per word. However, if AI model is used, the consumption of prompt tokens also needs to be included—each request requires approximately an additional 80 credits. If you would like to know the estimated cost of a translation task, please feel free to contact customer support.",,,"Nous calculons la consommation à 1 crédit par mot. Cependant, si un modèle IA est utilisé, la consommation des jetons de prompt doit également être incluse — chaque requête nécessite environ 80 crédits supplémentaires. Si vous souhaitez connaître le coût estimé d'une tâche de traduction, n'hésitez pas à contacter le support client.",,"Wir berechnen die Nutzung mit 1 Credit pro Wort. Wenn jedoch ein KI-Modell verwendet wird, muss auch der Verbrauch von Prompt-Tokens einbezogen werden – jede Anfrage benötigt etwa zusätzliche 80 Credits. Wenn Sie die geschätzten Kosten einer Übersetzungsaufgabe wissen möchten, kontaktieren Sie gerne den Kundensupport.",,"Calculamos el uso a 1 crédito por palabra. Sin embargo, si se usa un modelo de IA, también debe incluirse el consumo de tokens del prompt: cada solicitud requiere aproximadamente 80 créditos adicionales. Si desea conocer el costo estimado de una tarea de traducción, no dude en contactar con atención al cliente.",,1語あたり1クレジットで計算します。ただし AI モデルを使用する場合、プロンプトトークンの消費も含まれます。各リクエストで約80クレジットが追加で必要です。翻訳タスクの見積もり費用については、カスタマーサポートまでお問い合わせください。,,我們以每個單字 1 個積分計算使用量。但是，如果使用 AI 模型，則還需包含提示令牌的消耗——每個請求大約需要額外 80 個積分。如果您想了解翻譯任務的預計費用，請隨時聯絡客服。,,我们根据每个单词计算 1 积分。但是，如果使用 AI 模型，则需要包括提示令牌的消耗—每个请求大约需要额外 80 积分。如果您想知道翻译任务的估计成本，请随时联系客户支持。,,"Calculamos a utilização a 1 crédito por palavra. No entanto, se for usado um modelo de IA, também é necessário incluir o consumo de tokens do prompt — cada pedido requer aproximadamente 80 créditos adicionais. Se quiser saber o custo estimado de uma tarefa de tradução, contacte o apoio ao cliente.",,"We berekenen het gebruik op 1 credit per woord. Als er echter een AI-model wordt gebruikt, moet ook het verbruik van prompttokens worden meegerekend — elk verzoek vereist ongeveer 80 extra credits. Neem gerust contact op met klantenservice als u de geschatte kosten van een vertaaltaak wilt weten.",,"Vi beräknar användningen till 1 kredit per ord. Om en AI-modell används måste även förbrukningen av prompt-tokens inkluderas — varje förfrågan kräver cirka 80 extra krediter. Om du vill veta den uppskattade kostnaden för en översättningsuppgift, kontakta gärna kundsupport.",,"Calcoliamo l'utilizzo a 1 credito per parola. Tuttavia, se si usa un modello AI, va incluso anche il consumo dei token del prompt: ogni richiesta richiede circa 80 crediti aggiuntivi. Per conoscere il costo stimato di un'attività di traduzione, contatta l'assistenza clienti.",,"Ми рахуємо 1 кредит за слово. Якщо використовується модель ШІ, враховуються й токени промпта — кожен запит потребує приблизно ще 80 кредитів. Щоб дізнатися орієнтовну вартість задачі перекладу, зверніться до підтримки.",,"Мы считаем 1 кредит за слово. При использовании ИИ-модели учитываются и токены промпта — каждый запрос требует примерно ещё 80 кредитов. Чтобы узнать ориентировочную стоимость задачи перевода, обратитесь в поддержку.",,"단어당 1크레딧으로 사용량을 계산합니다. 단, AI 모델을 사용하는 경우 프롬프트 토큰 소모량도 포함해야 합니다. 각 요청마다 약 80크레딧이 추가로 필요합니다. 번역 작업의 예상 비용을 알고 싶으시면 언제든지 고객 지원팀에 문의해 주세요.",,Kullanımı kelime başına 1 kredi olarak hesaplıyoruz. Ancak AI modeli kullanılırsa istem token tüketimi de dahil edilmelidir — her istek yaklaşık 80 ek kredi gerektirir. Bir çeviri görevinin tahmini maliyetini öğrenmek isterseniz müşteri desteğiyle iletişime geçebilirsiniz.,,
review,P1,other,yes,missing-space,"Welcome to our app! If you have any questions, feel free to email us at support@ciwi.ai, and we will respond as soon as possible.",public/locales/{code}/translation.json,"Welcome to our app! If you have any questions, feel free to email us at support@ciwi.ai, and we will respond as soon as possible.",,,"Bienvenue dans notre application ! Si vous avez des questions, écrivez-nous à support@ciwi.ai et nous vous répondrons dès que possible.",,"Willkommen in unserer App! Wenn Sie Fragen haben, senden Sie uns gerne eine E-Mail an support@ciwi.ai, und wir werden so schnell wie möglich antworten.",,"¡Bienvenido a nuestra aplicación! Si tiene alguna pregunta, escríbanos a support@ciwi.ai y le responderemos lo antes posible.",,アプリへようこそ！ご質問があれば support@ciwi.ai までメールでお問い合わせください。できるだけ早くご返信いたします。,,歡迎使用我們的應用程式！如有任何疑問，請隨時發送電子郵件至 support@ciwi.ai，我們將盡快回覆。,,如有任何疑问，请随时添加微信（微信号：19727313894）联系我们，我们将尽快回复。,,"Bem-vindo à nossa aplicação! Se tiver alguma questão, envie-nos um e-mail para support@ciwi.ai e responderemos o mais rapidamente possível.",,"Welkom bij onze app! Als u vragen heeft, mail ons gerust op support@ciwi.ai; we reageren zo snel mogelijk.",,"Välkommen till vår app! Om du har frågor, maila oss gärna på support@ciwi.ai så svarar vi så snart som möjligt.",,"Benvenuto nella nostra app! Per qualsiasi domanda, scrivici a support@ciwi.ai e ti risponderemo il prima possibile.",,"Ласкаво просимо до нашого додатку! Якщо у вас є запитання, не соромтеся писати нам на support@ciwi.ai, і ми відповімо якнайшвидше.",,"Добро пожаловать в наше приложение! Если у вас есть какие-либо вопросы, напишите нам по адресу support@ciwi.ai, и мы ответим как можно скорее.",,저희 앱에 오신 것을 환영합니다! 문의 사항이 있으시면 support@ciwi.ai로 이메일을 보내주세요. 최대한 빨리 답변해 드리겠습니다.,,Uygulamamıza hoş geldiniz! Sorularınız varsa support@ciwi.ai adresine e-posta gönderebilirsiniz; en kısa sürede yanıt vereceğiz.,,
review,P1,other,yes,style-review,What happens if I upgrade my plan?,public/locales/{code}/translation.json,What happens if I upgrade my plan?,,,Que se passe-t-il si je mets à niveau mon plan ?,,"Was passiert, wenn ich meinen Plan upgrade?",,¿Qué sucede si actualizo mi plan?,,プランをアップグレードしたらどうなりますか？,,如果我升級我的計劃會發生什麼？,,如果我升级我的计划，会发生什么？,,O que acontece se atualizar o meu plano?,,Wat gebeurt er als ik mijn plan upgrade?,,Vad händer om jag uppgraderar min plan?,,Cosa succede se aggiorno il mio piano?,,"Що станеться, якщо я підвищу план?",,Что произойдёт при повышении плана?,,내 요금제를 업그레이드하면 어떻게 되나요?,,Planımı yükseltirsem ne olur?,,
review,P1,other,yes,style-review,What happens when I run out of credits?,public/locales/{code}/translation.json,What happens when I run out of credits?,,,Que se passe-t-il lorsque mes crédits sont épuisés ?,,"Was passiert, wenn mir die Credits ausgehen?",,¿Qué sucede cuando se me acaban los créditos?,,クレジットを使い切ったらどうなりますか？,,當我的積分用完時會發生什麼事？,,当我用完积分时会发生什么？,,O que acontece quando esgotar os créditos?,,Wat gebeurt er als mijn credits op zijn?,,Vad händer när jag får slut på krediter?,,Cosa succede quando finiscono i crediti?,,"Що станеться, коли кредити закінчаться?",,"Что произойдет, если у меня закончатся кредиты?",,크레딧이 소진되면 어떻게 되나요?,,Kredilerim bittiğinde ne olur?,,
